Report_Data_Extracted,PHU_Num,PHU,LTC_Homes_with_Active_Outbreak,LTC_Homes_with_Resolved_Outbreak,Confirmed_Active_LTC_Resident_Cases,Confirmed_Active_LTC_HCW_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Deaths
2021-01-19,2247,NORTH BAY-PARRY SOUND,0,5,0,0,0,0
2021-01-19,2249,NORTHWESTERN,1,2,2,0,0,0
2021-01-19,2251,OTTAWA,15,11,2,22,277,3
2021-01-19,2253,PEEL,20,7,107,132,314,2
2021-01-19,2255,PETERBOROUGH,2,3,1,2,4,0
2021-01-19,2256,PORCUPINE,1,4,14,5,0,0
2021-01-19,2257,RENFREW,1,4,0,2,0,0
2021-01-19,2258,EASTERN ONTARIO,10,8,31,23,40,0
2021-01-19,2260,SIMCOE-MUSKOKA,7,12,66,64,47,0
2021-01-19,2261,SUDBURY,2,7,0,2,1,0
2021-01-19,2262,THUNDER BAY,2,3,1,2,23,0
2021-01-19,2263,TIMISKAMING,2,2,0,2,0,0
2021-01-19,2265,WATERLOO,11,12,42,32,99,0
2021-01-19,2266,WELLINGTON-DUFFERIN-GUELPH,8,5,30,20,22,0
2021-01-19,2268,WINDSOR-ESSEX,11,8,111,107,158,1
2021-01-19,2270,YORK REGION,22,6,61,73,231,0
2021-01-19,3895,TORONTO,42,42,449,340,1297,3
2021-01-19,4913,SOUTH WEST,6,5,55,12,20,0
2021-01-19,5183,Huron Perth,7,5,41,26,10,0
2021-01-20,2226,ALGOMA,0,2,0,0,0,0
2021-01-20,2227,BRANT,1,7,0,2,23,0
2021-01-20,2230,DURHAM,12,5,29,32,198,0
2021-01-20,2233,GREY-BRUCE,0,9,0,0,0,0
2021-01-20,2234,HALDIMAND-NORFOLK,5,4,0,8,0,0
2021-01-20,2235,HALIBURTON KAWARTHA PR,5,4,16,24,32,0
2021-01-20,2236,HALTON,9,9,49,20,80,0
2021-01-20,2237,HAMILTON,11,13,28,31,118,0
2021-01-20,2238,HASTINGS PRINCE EDWARD,4,2,1,4,3,0
2021-01-20,2240,CHATHAM-KENT,1,2,0,1,0,0
2021-01-20,2241,KINGSTON FRONTENAC L & A,1,4,0,0,0,0
2021-01-20,2242,LAMBTON,4,5,11,4,11,0
2021-01-20,2243,"LEEDS,GRENVILLE,LANARK",0,7,0,0,35,0
2021-01-20,2244,MIDDLESEX-LONDON,10,11,50,73,51,1
2021-01-20,2246,NIAGARA,19,9,273,156,155,0
2021-01-20,2247,NORTH BAY-PARRY SOUND,0,5,0,0,0,0
2021-01-20,2249,NORTHWESTERN,1,2,2,0,0,0
2021-01-20,2251,OTTAWA,15,11,1,20,277,3
2021-01-20,2253,PEEL,20,7,104,133,315,2
2021-01-20,2255,PETERBOROUGH,2,3,1,2,4,0
2021-01-20,2256,PORCUPINE,1,4,14,5,0,0
2021-01-20,2257,RENFREW,1,4,0,0,0,0
2021-01-20,2258,EASTERN ONTARIO,10,8,16,21,41,0
2021-01-20,2260,SIMCOE-MUSKOKA,7,12,95,68,47,0
2021-01-20,2261,SUDBURY,2,7,0,2,1,0
2021-01-20,2262,THUNDER BAY,2,3,1,2,23,0
2021-01-20,2263,TIMISKAMING,1,3,0,1,0,0
2021-01-20,2265,WATERLOO,11,12,38,34,99,0
2021-01-20,2266,WELLINGTON-DUFFERIN-GUELPH,8,5,30,20,22,0
2021-01-20,2268,WINDSOR-ESSEX,10,9,92,81,159,1
2021-01-20,2270,YORK REGION,22,6,59,74,231,0
2021-01-20,3895,TORONTO,43,41,435,328,1301,3
2021-01-20,4913,SOUTH WEST,6,5,55,12,20,0
2021-01-20,5183,Huron Perth,7,5,41,27,10,0
2021-01-21,2226,ALGOMA,0,2,0,0,0,0
2021-01-21,2227,BRANT,1,7,0,2,23,0
2021-01-21,2230,DURHAM,10,7,29,30,198,0
2021-01-21,2233,GREY-BRUCE,0,9,0,0,0,0
2021-01-21,2234,HALDIMAND-NORFOLK,5,4,0,8,0,0
2021-01-21,2235,HALIBURTON KAWARTHA PR,5,4,31,27,32,0
2021-01-21,2236,HALTON,9,9,37,21,81,0
2021-01-21,2237,HAMILTON,7,17,28,18,118,0
2021-01-21,2238,HASTINGS PRINCE EDWARD,4,2,1,4,3,0
2021-01-21,2240,CHATHAM-KENT,1,2,0,1,0,0
2021-01-21,2241,KINGSTON FRONTENAC L & A,1,4,0,0,0,0
2021-01-21,2242,LAMBTON,3,6,11,4,11,0
2021-01-21,2243,"LEEDS,GRENVILLE,LANARK",0,7,0,0,35,0
2021-01-21,2244,MIDDLESEX-LONDON,10,11,49,68,54,1
2021-01-21,2246,NIAGARA,20,8,256,144,159,0
2021-01-21,2247,NORTH BAY-PARRY SOUND,0,5,0,0,0,0
2021-01-21,2249,NORTHWESTERN,1,2,2,0,0,0
2021-01-21,2251,OTTAWA,15,11,2,21,277,3
2021-01-21,2253,PEEL,21,6,86,114,320,2
2021-01-21,2255,PETERBOROUGH,2,3,1,2,4,0
2021-01-21,2256,PORCUPINE,1,4,13,5,1,0
2021-01-21,2257,RENFREW,1,4,0,0,0,0
2021-01-21,2258,EASTERN ONTARIO,10,8,13,18,42,0
2021-01-21,2260,SIMCOE-MUSKOKA,6,13,96,80,56,0
2021-01-21,2261,SUDBURY,2,7,0,2,1,0
2021-01-21,2262,THUNDER BAY,2,3,1,2,23,0
2021-01-21,2263,TIMISKAMING,0,4,0,0,0,0
2021-01-21,2265,WATERLOO,11,12,38,31,99,0
2021-01-21,2266,WELLINGTON-DUFFERIN-GUELPH,8,5,28,22,23,0
2021-01-21,2268,WINDSOR-ESSEX,10,9,89,77,161,1
2021-01-21,2270,YORK REGION,22,6,59,74,231,0
2021-01-21,3895,TORONTO,43,41,381,317,1314,3
2021-01-21,4913,SOUTH WEST,6,5,56,13,20,0
2021-01-21,5183,Huron Perth,7,5,39,25,12,0
2021-01-22,2226,ALGOMA,0,2,0,0,0,0
2021-01-22,2227,BRANT,1,7,0,2,23,0
2021-01-22,2230,DURHAM,10,7,21,27,200,0
2021-01-22,2233,GREY-BRUCE,0,9,0,0,0,0
2021-01-22,2234,HALDIMAND-NORFOLK,6,3,0,10,0,0
2021-01-22,2235,HALIBURTON KAWARTHA PR,5,4,33,35,32,0
2021-01-22,2236,HALTON,9,9,40,21,81,0
2021-01-22,2237,HAMILTON,10,14,33,21,118,0
2021-01-22,2238,HASTINGS PRINCE EDWARD,4,2,1,4,3,0
2021-01-22,2240,CHATHAM-KENT,1,2,0,5,0,0
2021-01-22,2241,KINGSTON FRONTENAC L & A,0,5,0,0,0,0
2021-01-22,2242,LAMBTON,2,7,11,3,11,0
2021-01-22,2243,"LEEDS,GRENVILLE,LANARK",0,7,0,0,35,0
2021-01-22,2244,MIDDLESEX-LONDON,10,11,26,64,55,2
2021-01-22,2246,NIAGARA,21,7,246,148,167,0
2021-01-22,2247,NORTH BAY-PARRY SOUND,0,5,0,0,0,0
2021-01-22,2249,NORTHWESTERN,1,2,2,0,0,0
2021-01-22,2251,OTTAWA,17,9,2,27,277,3
2021-01-22,2253,PEEL,23,4,94,118,321,2
2021-01-22,2255,PETERBOROUGH,2,3,1,2,4,0
2021-01-22,2256,PORCUPINE,1,4,13,5,1,0
2021-01-22,2257,RENFREW,1,4,0,0,0,0
2021-01-22,2258,EASTERN ONTARIO,9,9,14,17,42,0
2021-01-22,2260,SIMCOE-MUSKOKA,7,12,97,86,62,0
2021-01-22,2261,SUDBURY,2,7,0,2,1,0
2021-01-22,2262,THUNDER BAY,2,3,1,2,23,0
2021-01-22,2263,TIMISKAMING,0,4,0,0,0,0
2021-01-22,2265,WATERLOO,10,13,39,28,99,0
2021-01-22,2266,WELLINGTON-DUFFERIN-GUELPH,8,5,33,23,23,0
2021-01-22,2268,WINDSOR-ESSEX,10,9,78,68,162,1
2021-01-22,2270,YORK REGION,22,6,48,73,234,0
2021-01-22,3895,TORONTO,44,40,368,311,1316,3
2021-01-22,4913,SOUTH WEST,7,4,56,14,20,0
2021-01-22,5183,Huron Perth,7,5,41,26,12,0
2021-01-23,2226,ALGOMA,0,2,0,0,0,0
2021-01-23,2227,BRANT,1,7,0,2,23,0
2021-01-23,2230,DURHAM,10,7,21,27,200,0
2021-01-23,2233,GREY-BRUCE,0,9,0,0,0,0
2021-01-23,2234,HALDIMAND-NORFOLK,6,3,0,10,0,0
2021-01-23,2235,HALIBURTON KAWARTHA PR,6,3,33,36,32,0
2021-01-23,2236,HALTON,9,9,40,23,81,0
2021-01-23,2237,HAMILTON,10,14,32,22,118,0
2021-01-23,2238,HASTINGS PRINCE EDWARD,4,2,1,4,3,0
2021-01-23,2240,CHATHAM-KENT,1,2,0,5,0,0
2021-01-23,2241,KINGSTON FRONTENAC L & A,0,5,0,0,0,0
2021-01-23,2242,LAMBTON,1,8,11,3,11,0
2021-01-23,2243,"LEEDS,GRENVILLE,LANARK",0,7,0,0,35,0
2021-01-23,2244,MIDDLESEX-LONDON,10,11,26,64,55,2
2021-01-23,2246,NIAGARA,21,7,224,157,172,0
2021-01-23,2247,NORTH BAY-PARRY SOUND,0,5,0,0,0,0
2021-01-23,2249,NORTHWESTERN,1,2,1,1,0,0
2021-01-23,2251,OTTAWA,17,9,2,27,277,3
2021-01-23,2253,PEEL,24,3,110,119,321,2
2021-01-23,2255,PETERBOROUGH,2,3,1,2,4,0
2021-01-23,2256,PORCUPINE,1,4,13,5,1,0
2021-01-23,2257,RENFREW,0,5,0,0,0,0
2021-01-23,2258,EASTERN ONTARIO,9,9,14,16,42,0
2021-01-23,2260,SIMCOE-MUSKOKA,8,11,92,97,64,0
2021-01-23,2261,SUDBURY,2,7,0,2,1,0
2021-01-23,2262,THUNDER BAY,2,3,1,2,23,0
2021-01-23,2263,TIMISKAMING,1,4,0,3,0,0
2021-01-23,2265,WATERLOO,11,12,30,40,101,0
2021-01-23,2266,WELLINGTON-DUFFERIN-GUELPH,8,5,41,31,25,0
2021-01-23,2268,WINDSOR-ESSEX,11,8,79,69,162,1
2021-01-23,2270,YORK REGION,22,6,48,73,234,0
2021-01-23,3895,TORONTO,44,40,343,319,1318,3
2021-01-23,4913,SOUTH WEST,7,4,56,14,20,0
2021-01-23,5183,Huron Perth,6,6,34,23,13,0
2021-01-24,2226,ALGOMA,0,2,0,0,0,0
2021-01-24,2227,BRANT,1,7,0,2,23,0
2021-01-24,2230,DURHAM,11,6,21,28,200,0
2021-01-24,2233,GREY-BRUCE,0,9,0,0,0,0
2021-01-24,2234,HALDIMAND-NORFOLK,6,3,0,10,0,0
2021-01-24,2235,HALIBURTON KAWARTHA PR,6,3,37,42,34,0
2021-01-24,2236,HALTON,9,9,40,23,81,0
2021-01-24,2237,HAMILTON,10,14,32,22,118,0
2021-01-24,2238,HASTINGS PRINCE EDWARD,4,2,1,4,3,0
2021-01-24,2240,CHATHAM-KENT,1,2,0,5,0,0
2021-01-24,2241,KINGSTON FRONTENAC L & A,0,5,0,0,0,0
2021-01-24,2242,LAMBTON,1,8,11,3,11,0
2021-01-24,2243,"LEEDS,GRENVILLE,LANARK",0,7,0,0,35,0
2021-01-24,2244,MIDDLESEX-LONDON,10,11,26,64,55,2
2021-01-24,2246,NIAGARA,21,7,216,147,179,0
2021-01-24,2247,NORTH BAY-PARRY SOUND,0,5,0,0,0,0
2021-01-24,2249,NORTHWESTERN,1,2,1,1,0,0
2021-01-24,2251,OTTAWA,17,9,3,28,277,3
2021-01-24,2253,PEEL,24,3,102,114,323,2
2021-01-24,2255,PETERBOROUGH,2,3,1,2,4,0
2021-01-24,2256,PORCUPINE,1,4,27,5,2,0
2021-01-24,2257,RENFREW,0,5,0,0,0,0
2021-01-24,2258,EASTERN ONTARIO,9,9,13,18,43,0
2021-01-24,2260,SIMCOE-MUSKOKA,8,11,85,102,77,0
2021-01-24,2261,SUDBURY,2,7,0,2,1,0
2021-01-24,2262,THUNDER BAY,2,3,1,2,23,0
2021-01-24,2263,TIMISKAMING,1,4,0,3,0,0
2021-01-24,2265,WATERLOO,11,12,30,40,101,0
2021-01-24,2266,WELLINGTON-DUFFERIN-GUELPH,8,5,41,31,25,0
2021-01-24,2268,WINDSOR-ESSEX,11,8,79,69,162,1
2021-01-24,2270,YORK REGION,22,6,48,73,234,0
2021-01-24,3895,TORONTO,44,40,342,323,1321,3
2021-01-24,4913,SOUTH WEST,7,4,56,14,20,0
2021-01-24,5183,Huron Perth,6,6,53,23,13,0
2021-01-25,2226,ALGOMA,0,2,0,0,0,0
2021-01-25,2227,BRANT,1,7,0,2,23,0
2021-01-25,2230,DURHAM,11,6,15,26,204,0
2021-01-25,2233,GREY-BRUCE,0,9,0,0,0,0
2021-01-25,2234,HALDIMAND-NORFOLK,6,3,0,10,0,0
2021-01-25,2235,HALIBURTON KAWARTHA PR,6,3,25,35,34,0
2021-01-25,2236,HALTON,9,9,40,20,83,0
2021-01-25,2237,HAMILTON,10,14,32,22,118,0
2021-01-25,2238,HASTINGS PRINCE EDWARD,3,3,1,3,3,0
2021-01-25,2240,CHATHAM-KENT,1,2,4,5,0,0
2021-01-25,2241,KINGSTON FRONTENAC L & A,0,5,0,0,0,0
2021-01-25,2242,LAMBTON,1,8,6,4,11,0
2021-01-25,2243,"LEEDS,GRENVILLE,LANARK",0,7,0,0,35,0
2021-01-25,2244,MIDDLESEX-LONDON,10,11,20,52,59,2
2021-01-25,2246,NIAGARA,22,7,209,132,182,0
2021-01-25,2247,NORTH BAY-PARRY SOUND,0,5,0,0,0,0
2021-01-25,2249,NORTHWESTERN,1,2,1,1,0,0
2021-01-25,2251,OTTAWA,16,10,2,22,277,3
2021-01-25,2253,PEEL,22,5,77,94,323,2
2021-01-25,2255,PETERBOROUGH,2,3,1,2,4,0
2021-01-25,2256,PORCUPINE,1,4,27,3,2,0
2021-01-25,2257,RENFREW,0,5,0,0,0,0
2021-01-25,2258,EASTERN ONTARIO,8,10,9,15,44,0
2021-01-25,2260,SIMCOE-MUSKOKA,8,11,87,97,81,0
2021-01-25,2261,SUDBURY,2,7,0,2,1,0
2021-01-25,2262,THUNDER BAY,1,4,1,1,23,0
2021-01-25,2263,TIMISKAMING,1,4,0,3,0,0
2021-01-25,2265,WATERLOO,10,13,26,34,106,0
2021-01-25,2266,WELLINGTON-DUFFERIN-GUELPH,7,6,41,30,25,0
2021-01-25,2268,WINDSOR-ESSEX,11,8,79,68,162,1
2021-01-25,2270,YORK REGION,21,7,43,67,234,0
2021-01-25,3895,TORONTO,43,41,309,308,1322,3
2021-01-25,4913,SOUTH WEST,7,4,56,14,20,0
2021-01-25,5183,Huron Perth,5,7,53,23,13,0
2021-01-26,2226,ALGOMA,0,2,0,0,0,0
2021-01-26,2227,BRANT,0,8,0,0,23,0
2021-01-26,2230,DURHAM,11,6,15,26,204,0
2021-01-26,2233,GREY-BRUCE,0,9,0,0,0,0
2021-01-26,2234,HALDIMAND-NORFOLK,5,4,0,10,0,0
2021-01-26,2235,HALIBURTON KAWARTHA PR,6,3,24,32,35,0
2021-01-26,2236,HALTON,9,9,33,19,83,0
2021-01-26,2237,HAMILTON,9,15,31,22,118,0
2021-01-26,2238,HASTINGS PRINCE EDWARD,2,4,0,2,3,0
2021-01-26,2240,CHATHAM-KENT,2,2,4,6,0,0
2021-01-26,2241,KINGSTON FRONTENAC L & A,0,5,0,0,0,0
2021-01-26,2242,LAMBTON,1,8,6,4,11,0
2021-01-26,2243,"LEEDS,GRENVILLE,LANARK",0,7,0,0,35,0
2021-01-26,2244,MIDDLESEX-LONDON,8,13,19,50,60,2
2021-01-26,2246,NIAGARA,21,8,176,116,195,0
2021-01-26,2247,NORTH BAY-PARRY SOUND,0,5,0,0,0,0
2021-01-26,2249,NORTHWESTERN,0,3,0,0,0,0
2021-01-26,2251,OTTAWA,16,10,1,19,277,3
2021-01-26,2253,PEEL,22,5,63,92,325,2
2021-01-26,2255,PETERBOROUGH,2,3,1,2,4,0
2021-01-26,2256,PORCUPINE,1,4,28,6,2,0
2021-01-26,2257,RENFREW,0,5,0,0,0,0
2021-01-26,2258,EASTERN ONTARIO,8,10,7,14,44,0
2021-01-26,2260,SIMCOE-MUSKOKA,8,11,87,95,81,0
2021-01-26,2261,SUDBURY,2,7,0,1,1,0
2021-01-26,2262,THUNDER BAY,1,4,2,1,23,0
2021-01-26,2263,TIMISKAMING,1,4,0,3,0,0
2021-01-26,2265,WATERLOO,10,13,29,30,106,0
2021-01-26,2266,WELLINGTON-DUFFERIN-GUELPH,7,6,49,36,27,0
2021-01-26,2268,WINDSOR-ESSEX,12,8,75,66,166,1
2021-01-26,2270,YORK REGION,21,7,39,63,234,0
2021-01-26,3895,TORONTO,41,43,251,226,1333,3
2021-01-26,4913,SOUTH WEST,7,4,56,13,20,0
2021-01-26,5183,Huron Perth,5,7,43,20,18,0
2021-01-27,2226,ALGOMA,0,2,0,0,0,0
2021-01-27,2227,BRANT,0,8,0,0,23,0
2021-01-27,2230,DURHAM,10,7,13,22,204,0
2021-01-27,2233,GREY-BRUCE,0,9,0,0,0,0
2021-01-27,2234,HALDIMAND-NORFOLK,5,4,0,10,0,0
2021-01-27,2235,HALIBURTON KAWARTHA PR,6,3,24,32,35,0
2021-01-27,2236,HALTON,9,9,57,22,83,0
2021-01-27,2237,HAMILTON,10,14,24,20,126,0
2021-01-27,2238,HASTINGS PRINCE EDWARD,2,4,0,2,3,0
2021-01-27,2240,CHATHAM-KENT,2,2,17,10,0,0
2021-01-27,2241,KINGSTON FRONTENAC L & A,0,5,0,0,0,0
2021-01-27,2242,LAMBTON,1,8,3,4,11,0
2021-01-27,2243,"LEEDS,GRENVILLE,LANARK",0,7,0,0,35,0
2021-01-27,2244,MIDDLESEX-LONDON,8,13,19,49,60,2
2021-01-27,2246,NIAGARA,19,10,151,120,199,0
2021-01-27,2247,NORTH BAY-PARRY SOUND,0,5,0,0,0,0
2021-01-27,2249,NORTHWESTERN,0,3,0,0,0,0
2021-01-27,2251,OTTAWA,14,12,1,17,277,3
2021-01-27,2253,PEEL,21,6,69,85,327,2
2021-01-27,2255,PETERBOROUGH,2,3,1,2,4,0
2021-01-27,2256,PORCUPINE,1,4,28,6,2,0
2021-01-27,2257,RENFREW,0,5,0,0,0,0
2021-01-27,2258,EASTERN ONTARIO,8,10,18,16,44,0
2021-01-27,2260,SIMCOE-MUSKOKA,7,12,85,95,83,0
2021-01-27,2261,SUDBURY,2,7,0,1,1,0
2021-01-27,2262,THUNDER BAY,1,4,2,1,23,0
2021-01-27,2263,TIMISKAMING,1,4,0,3,0,0
2021-01-27,2265,WATERLOO,10,13,27,34,107,0
2021-01-27,2266,WELLINGTON-DUFFERIN-GUELPH,7,6,49,36,26,0
2021-01-27,2268,WINDSOR-ESSEX,10,10,48,32,171,1
2021-01-27,2270,YORK REGION,21,7,41,60,234,0
2021-01-27,3895,TORONTO,41,43,260,229,1338,3
2021-01-27,4913,SOUTH WEST,7,4,61,11,28,0
2021-01-27,5183,Huron Perth,4,8,43,19,18,0
2021-01-28,2226,ALGOMA,0,2,0,0,0,0
2021-01-28,2227,BRANT,0,8,0,0,23,0
2021-01-28,2230,DURHAM,11,6,14,20,204,0
2021-01-28,2233,GREY-BRUCE,0,9,0,0,0,0
2021-01-28,2234,HALDIMAND-NORFOLK,5,4,0,10,0,0
2021-01-28,2235,HALIBURTON KAWARTHA PR,6,3,24,32,35,0
2021-01-28,2236,HALTON,9,9,55,22,84,0
2021-01-28,2237,HAMILTON,10,14,23,17,126,0
2021-01-28,2238,HASTINGS PRINCE EDWARD,2,4,0,2,3,0
2021-01-28,2240,CHATHAM-KENT,2,2,18,13,0,0
2021-01-28,2241,KINGSTON FRONTENAC L & A,0,5,0,0,0,0
2021-01-28,2242,LAMBTON,1,8,3,4,11,0
2021-01-28,2243,"LEEDS,GRENVILLE,LANARK",0,7,0,0,35,0
2021-01-28,2244,MIDDLESEX-LONDON,8,13,18,38,62,2
2021-01-28,2246,NIAGARA,19,10,138,111,205,0
2021-01-28,2247,NORTH BAY-PARRY SOUND,0,5,0,0,0,0
2021-01-28,2249,NORTHWESTERN,0,3,0,0,0,0
2021-01-28,2251,OTTAWA,14,12,1,17,277,3
2021-01-28,2253,PEEL,21,6,58,87,327,2
2021-01-28,2255,PETERBOROUGH,2,3,1,2,4,0
2021-01-28,2256,PORCUPINE,1,4,27,8,3,0
2021-01-28,2257,RENFREW,0,5,0,0,0,0
2021-01-28,2258,EASTERN ONTARIO,8,10,20,15,44,0
2021-01-28,2260,SIMCOE-MUSKOKA,7,12,88,99,87,0
2021-01-28,2261,SUDBURY,2,7,0,1,1,0
2021-01-28,2262,THUNDER BAY,1,4,2,1,23,0
2021-01-28,2263,TIMISKAMING,1,4,0,3,0,0
2021-01-28,2265,WATERLOO,10,13,23,41,109,0
2021-01-28,2266,WELLINGTON-DUFFERIN-GUELPH,7,6,43,31,28,0
2021-01-28,2268,WINDSOR-ESSEX,10,10,45,29,173,1
2021-01-28,2270,YORK REGION,20,8,33,62,235,0
2021-01-28,3895,TORONTO,41,43,226,210,1343,3
2021-01-28,4913,SOUTH WEST,7,4,42,5,31,0
2021-01-28,5183,Huron Perth,4,8,54,19,18,0
2021-01-29,2226,ALGOMA,0,2,0,0,0,0
2021-01-29,2227,BRANT,0,8,0,0,23,0
2021-01-29,2230,DURHAM,11,6,9,15,205,0
2021-01-29,2233,GREY-BRUCE,0,9,0,0,0,0
2021-01-29,2234,HALDIMAND-NORFOLK,5,4,0,13,0,0
2021-01-29,2235,HALIBURTON KAWARTHA PR,5,4,20,32,36,0
2021-01-29,2236,HALTON,9,9,60,26,85,0
2021-01-29,2237,HAMILTON,8,16,24,13,127,0
2021-01-29,2238,HASTINGS PRINCE EDWARD,2,4,0,2,3,0
2021-01-29,2240,CHATHAM-KENT,2,2,19,16,0,0
2021-01-29,2241,KINGSTON FRONTENAC L & A,0,5,0,0,0,0
2021-01-29,2242,LAMBTON,2,7,3,5,11,0
2021-01-29,2243,"LEEDS,GRENVILLE,LANARK",0,7,0,0,35,0
2021-01-29,2244,MIDDLESEX-LONDON,8,13,20,40,63,2
2021-01-29,2246,NIAGARA,18,11,127,104,214,0
2021-01-29,2247,NORTH BAY-PARRY SOUND,0,5,0,0,0,0
2021-01-29,2249,NORTHWESTERN,0,3,0,0,0,0
2021-01-29,2251,OTTAWA,12,14,7,12,277,3
2021-01-29,2253,PEEL,21,6,59,92,327,2
2021-01-29,2255,PETERBOROUGH,2,3,1,2,4,0
2021-01-29,2256,PORCUPINE,2,3,35,15,4,0
2021-01-29,2257,RENFREW,0,5,0,0,0,0
2021-01-29,2258,EASTERN ONTARIO,8,10,22,13,44,0
2021-01-29,2260,SIMCOE-MUSKOKA,7,12,88,95,90,0
2021-01-29,2261,SUDBURY,2,7,0,1,1,0
2021-01-29,2262,THUNDER BAY,2,3,1,2,23,0
2021-01-29,2263,TIMISKAMING,1,4,0,3,0,0
2021-01-29,2265,WATERLOO,12,11,31,51,109,0
2021-01-29,2266,WELLINGTON-DUFFERIN-GUELPH,7,6,43,35,28,0
2021-01-29,2268,WINDSOR-ESSEX,10,10,43,27,173,1
2021-01-29,2270,YORK REGION,19,9,34,52,236,0
2021-01-29,3895,TORONTO,41,43,183,198,1349,3
2021-01-29,4913,SOUTH WEST,7,4,43,5,31,0
2021-01-29,5183,Huron Perth,4,8,39,14,18,0
2021-01-30,2226,ALGOMA,1,1,0,6,0,0
2021-01-30,2227,BRANT,0,8,0,0,23,0
2021-01-30,2230,DURHAM,11,6,9,15,205,0
2021-01-30,2233,GREY-BRUCE,0,9,0,0,0,0
2021-01-30,2234,HALDIMAND-NORFOLK,6,3,0,16,0,0
2021-01-30,2235,HALIBURTON KAWARTHA PR,5,4,18,28,36,0
2021-01-30,2236,HALTON,9,9,59,30,86,0
2021-01-30,2237,HAMILTON,8,16,24,13,127,0
2021-01-30,2238,HASTINGS PRINCE EDWARD,1,5,0,1,3,0
2021-01-30,2240,CHATHAM-KENT,2,2,19,16,0,0
2021-01-30,2241,KINGSTON FRONTENAC L & A,0,5,0,0,0,0
2021-01-30,2242,LAMBTON,2,7,3,5,11,0
2021-01-30,2243,"LEEDS,GRENVILLE,LANARK",0,7,0,0,35,0
2021-01-30,2244,MIDDLESEX-LONDON,8,13,20,40,63,2
2021-01-30,2246,NIAGARA,18,11,112,103,217,0
2021-01-30,2247,NORTH BAY-PARRY SOUND,0,5,0,0,0,0
2021-01-30,2249,NORTHWESTERN,0,3,0,0,0,0
2021-01-30,2251,OTTAWA,12,14,7,12,277,3
2021-01-30,2253,PEEL,21,6,56,97,328,2
2021-01-30,2255,PETERBOROUGH,2,3,1,2,4,0
2021-01-30,2256,PORCUPINE,2,3,33,15,6,0
2021-01-30,2257,RENFREW,0,5,0,0,0,0
2021-01-30,2258,EASTERN ONTARIO,9,9,22,14,44,0
2021-01-30,2260,SIMCOE-MUSKOKA,7,12,88,95,90,0
2021-01-30,2261,SUDBURY,2,7,0,1,1,0
2021-01-30,2262,THUNDER BAY,2,3,1,2,23,0
2021-01-30,2263,TIMISKAMING,1,4,0,3,0,0
2021-01-30,2265,WATERLOO,13,10,35,51,111,0
2021-01-30,2266,WELLINGTON-DUFFERIN-GUELPH,7,6,43,37,29,0
2021-01-30,2268,WINDSOR-ESSEX,10,10,43,27,173,1
2021-01-30,2270,YORK REGION,19,9,36,51,236,0
2021-01-30,3895,TORONTO,41,43,189,199,1352,3
2021-01-30,4913,SOUTH WEST,7,4,43,5,31,0
2021-01-30,5183,Huron Perth,4,8,39,14,18,0
2021-01-31,2226,ALGOMA,1,1,0,6,0,0
2021-01-31,2227,BRANT,0,8,0,0,23,0
2021-01-31,2230,DURHAM,11,6,9,15,205,0
2021-01-31,2233,GREY-BRUCE,0,9,0,0,0,0
2021-01-31,2234,HALDIMAND-NORFOLK,6,3,1,16,0,0
2021-01-31,2235,HALIBURTON KAWARTHA PR,5,4,24,29,38,0
2021-01-31,2236,HALTON,9,9,60,40,87,0
2021-01-31,2237,HAMILTON,8,16,24,13,127,0
2021-01-31,2238,HASTINGS PRINCE EDWARD,1,5,0,1,3,0
2021-01-31,2240,CHATHAM-KENT,2,2,32,25,0,0
2021-01-31,2241,KINGSTON FRONTENAC L & A,0,5,0,0,0,0
2021-01-31,2242,LAMBTON,2,7,3,5,11,0
2021-01-31,2243,"LEEDS,GRENVILLE,LANARK",0,7,0,0,35,0
2021-01-31,2244,MIDDLESEX-LONDON,8,13,20,40,63,2
2021-01-31,2246,NIAGARA,18,11,114,98,220,0
2021-01-31,2247,NORTH BAY-PARRY SOUND,0,5,0,0,0,0
2021-01-31,2249,NORTHWESTERN,0,3,0,0,0,0
2021-01-31,2251,OTTAWA,12,14,7,14,277,3
2021-01-31,2253,PEEL,21,6,58,97,332,2
2021-01-31,2255,PETERBOROUGH,2,3,1,2,4,0
2021-01-31,2256,PORCUPINE,2,3,33,15,7,0
2021-01-31,2257,RENFREW,0,5,0,0,0,0
2021-01-31,2258,EASTERN ONTARIO,9,9,24,14,46,0
2021-01-31,2260,SIMCOE-MUSKOKA,7,12,88,95,90,0
2021-01-31,2261,SUDBURY,2,7,0,1,1,0
2021-01-31,2262,THUNDER BAY,2,3,1,2,23,0
2021-01-31,2263,TIMISKAMING,1,4,0,3,0,0
2021-01-31,2265,WATERLOO,12,11,28,45,111,0
2021-01-31,2266,WELLINGTON-DUFFERIN-GUELPH,8,6,51,38,29,0
2021-01-31,2268,WINDSOR-ESSEX,10,10,43,27,173,1
2021-01-31,2270,YORK REGION,19,9,36,51,236,0
2021-01-31,3895,TORONTO,42,42,189,197,1352,3
2021-01-31,4913,SOUTH WEST,7,4,43,5,31,0
2021-01-31,5183,Huron Perth,3,9,42,20,19,0
2021-02-01,2226,ALGOMA,1,1,0,6,0,0
2021-02-01,2227,BRANT,0,8,0,0,23,0
